Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
65431,32,Male,10,Healthcare,9059,Poor,High,Low,1,Yes,88,Associate Degree,Single,0,Senior,Small,83,No,No,No,Good,Very High,Left
16137,58,Female,30,Education,3821,Excellent,Very High,Below Average,0,No,44,Master’s Degree,Single,1,Mid,Small,101,Yes,Yes,Yes,Fair,Medium,Stayed
68972,19,Male,3,Finance,8123,Good,Low,Average,2,No,72,Master’s Degree,Single,2,Senior,Medium,71,No,No,No,Good,Medium,Stayed
62931,22,Female,7,Healthcare,7527,Fair,Low,Average,0,No,98,PhD,Married,0,Entry,Medium,24,No,No,No,Fair,Medium,Stayed
30765,40,Male,30,Media,6927,Fair,High,Average,0,Yes,76,Master’s Degree,Married,1,Mid,Medium,89,No,No,Yes,Good,Low,Stayed
31815,59,Female,24,Technology,8784,Good,Medium,Average,2,Yes,92,Associate Degree,Married,1,Senior,Medium,96,No,No,No,Excellent,Low,Stayed
14821,59,Female,15,Finance,8694,Excellent,Very High,Average,0,No,31,High School,Married,0,Entry,Medium,73,No,No,No,Good,Low,Stayed
30032,19,Female,3,Education,4827,Poor,High,Below Average,0,No,34,Associate Degree,Married,3,Entry,Large,32,No,No,No,Good,Medium,Left
12959,33,Male,23,Media,6749,Good,Medium,High,1,No,81,PhD,Married,1,Senior,Large,52,No,No,No,Good,Low,Stayed
16515,20,Female,10,Media,6038,Poor,Very High,Average,0,No,30,High School,Married,3,Mid,Large,79,No,No,Yes,Poor,Medium,Left
69943,29,Male,1,Technology,5892,Fair,High,Average,1,No,64,High School,Single,4,Entry,Medium,68,No,No,Yes,Good,High,Left
15360,29,Female,17,Media,6258,Fair,High,Average,2,No,63,Associate Degree,Married,4,Mid,Large,34,Yes,No,No,Good,Medium,Stayed
66567,37,Male,24,Education,4027,Fair,High,Average,0,No,63,Bachelor’s Degree,Married,1,Entry,Medium,45,No,Yes,No,Poor,Low,Left
10561,49,Male,41,Education,4924,Poor,Low,Below Average,0,No,30,Bachelor’s Degree,Married,5,Entry,Medium,57,No,No,Yes,Good,High,Stayed
2221,52,Male,41,Media,5931,Fair,Low,Average,2,No,40,High School,Single,4,Entry,Small,107,No,No,No,Good,High,Left
16188,22,Male,6,Finance,10344,Poor,Medium,High,0,No,8,Bachelor’s Degree,Married,3,Mid,Medium,67,No,No,No,Fair,Low,Left
65347,35,Male,24,Technology,7511,Good,High,High,0,No,99,Master’s Degree,Married,2,Senior,Small,40,No,No,No,Poor,Very High,Left
1672,30,Male,16,Technology,10165,Good,Low,Low,0,Yes,33,Associate Degree,Married,2,Senior,Medium,69,No,No,Yes,Poor,High,Stayed
39665,27,Male,3,Media,6573,Good,High,Average,2,No,77,Master’s Degree,Married,5,Mid,Medium,57,No,No,No,Good,Medium,Stayed
48924,34,Female,7,Education,4365,Fair,High,High,2,No,80,Master’s Degree,Single,0,Mid,Medium,23,No,No,No,Good,Low,Left
41595,28,Male,19,Media,6346,Excellent,Very High,Average,0,Yes,28,Master’s Degree,Married,2,Mid,Medium,23,Yes,No,No,Poor,High,Stayed
68590,25,Female,4,Finance,7475,Excellent,Very High,Average,0,No,87,Bachelor’s Degree,Divorced,1,Entry,Medium,19,No,No,No,Fair,Low,Left
8286,24,Male,16,Education,4265,Fair,High,Average,2,Yes,8,High School,Single,4,Entry,Medium,62,Yes,No,No,Good,Low,Stayed
21634,48,Female,4,Education,3219,Fair,Very High,Low,0,No,67,High School,Married,0,Mid,Medium,7,No,No,No,Good,High,Left
42243,18,Male,2,Healthcare,9909,Fair,High,Average,0,No,90,Master’s Degree,Married,3,Entry,Small,48,No,No,No,Excellent,High,Left
8086,51,Female,3,Healthcare,8567,Excellent,Medium,Average,0,Yes,17,High School,Single,3,Entry,Small,26,No,No,No,Excellent,High,Left
41057,58,Female,26,Finance,13431,Good,Very High,Average,0,Yes,11,Bachelor’s Degree,Single,2,Senior,Medium,50,No,No,No,Fair,Medium,Left
67401,49,Female,26,Finance,7377,Poor,Very High,Average,3,Yes,97,Associate Degree,Single,1,Entry,Medium,36,Yes,No,No,Good,Low,Stayed
3512,19,Male,3,Media,6224,Fair,High,Below Average,3,No,66,Bachelor’s Degree,Married,0,Mid,Medium,6,No,No,No,Good,Low,Stayed
56730,51,Male,20,Technology,7653,Fair,Medium,Average,0,No,55,Associate Degree,Married,4,Senior,Medium,51,No,No,Yes,Excellent,Very High,Stayed
49239,20,Female,10,Finance,8485,Fair,High,Below Average,0,Yes,14,Master’s Degree,Divorced,1,Mid,Medium,32,No,No,No,Good,Medium,Stayed
45943,44,Female,13,Technology,7943,Poor,Medium,High,1,No,29,High School,Married,1,Entry,Medium,27,No,No,No,Poor,High,Stayed
25056,39,Male,7,Education,5000,Good,High,Average,2,No,63,High School,Married,1,Entry,Medium,61,No,No,No,Fair,Medium,Left
4209,47,Male,31,Education,5820,Good,High,Average,3,No,67,Master’s Degree,Divorced,0,Mid,Small,60,No,No,Yes,Good,High,Stayed
65499,24,Male,12,Technology,9521,Good,High,Average,1,Yes,86,Master’s Degree,Married,0,Mid,Medium,22,No,No,No,Fair,High,Left
10255,48,Male,21,Education,3588,Good,High,High,1,Yes,96,Master’s Degree,Married,1,Senior,Medium,50,No,No,No,Good,Low,Stayed
26633,52,Male,44,Technology,9481,Good,Very High,Average,0,Yes,62,Master’s Degree,Married,1,Senior,Medium,47,No,No,No,Good,High,Stayed
69260,26,Male,4,Education,3769,Good,Medium,Average,2,Yes,7,Bachelor’s Degree,Married,2,Mid,Medium,76,No,No,No,Fair,Low,Left
21057,59,Male,1,Finance,12304,Fair,High,Average,2,No,77,Associate Degree,Single,1,Mid,Small,2,No,No,No,Excellent,Low,Left
42255,41,Male,20,Technology,7141,Poor,High,Average,0,Yes,9,Bachelor’s Degree,Married,1,Mid,Large,49,Yes,No,No,Fair,Medium,Stayed
61183,21,Female,2,Technology,8408,Poor,High,High,0,No,48,High School,Married,1,Entry,Small,64,No,No,No,Good,Low,Left
25694,49,Male,11,Healthcare,8721,Good,High,Average,0,No,66,Bachelor’s Degree,Single,2,Entry,Medium,46,No,No,Yes,Good,Very High,Left
66473,32,Female,12,Education,3716,Poor,High,High,0,No,89,Bachelor’s Degree,Married,0,Senior,Medium,19,Yes,No,No,Fair,Low,Stayed
56779,36,Male,8,Technology,8828,Fair,Medium,Average,2,No,37,Master’s Degree,Married,0,Mid,Medium,71,No,No,No,Good,Low,Stayed
67577,43,Male,28,Technology,8391,Excellent,High,Average,0,No,66,High School,Divorced,2,Senior,Small,58,No,No,No,Good,High,Stayed
53191,18,Female,6,Technology,8674,Fair,High,Average,0,No,18,Associate Degree,Single,4,Mid,Large,61,No,No,No,Good,Low,Left
10875,39,Male,9,Media,6226,Excellent,High,Average,2,Yes,46,Master’s Degree,Single,2,Entry,Medium,23,No,No,No,Fair,Low,Stayed
1327,56,Female,11,Technology,11262,Good,High,Average,0,No,91,Associate Degree,Married,1,Senior,Small,64,No,No,No,Excellent,High,Stayed
29882,55,Female,32,Finance,5585,Fair,Low,Average,0,No,74,High School,Divorced,0,Mid,Small,109,No,No,No,Good,Medium,Stayed
37543,48,Male,12,Healthcare,6913,Excellent,Very High,High,2,No,14,High School,Divorced,3,Entry,Small,25,No,No,No,Good,Low,Stayed
51170,51,Male,35,Technology,10142,Good,High,High,0,Yes,63,High School,Single,0,Senior,Medium,67,No,No,No,Good,Low,Stayed
27937,36,Female,11,Technology,12319,Excellent,High,Average,0,No,38,High School,Married,0,Mid,Medium,83,No,No,No,Excellent,Low,Stayed
21822,30,Male,10,Education,3765,Excellent,Very High,Average,0,No,9,Master’s Degree,Single,4,Senior,Medium,24,Yes,No,No,Good,Medium,Stayed
36962,57,Female,2,Education,3879,Poor,High,Average,0,No,37,Bachelor’s Degree,Married,0,Senior,Medium,56,Yes,No,No,Fair,Low,Stayed
59500,35,Male,11,Technology,9115,Fair,High,Average,1,Yes,14,Bachelor’s Degree,Married,0,Entry,Small,28,No,No,Yes,Excellent,High,Left
23788,46,Female,27,Finance,7322,Excellent,High,Average,3,No,43,Associate Degree,Single,0,Senior,Small,73,No,No,No,Good,Low,Stayed
54133,57,Male,8,Education,5756,Fair,Low,Average,1,No,62,Bachelor’s Degree,Married,2,Mid,Medium,17,No,No,Yes,Good,Low,Stayed
9208,57,Female,16,Finance,6324,Good,High,Average,0,No,69,Bachelor’s Degree,Single,1,Entry,Small,37,No,Yes,No,Fair,Medium,Left
71168,47,Male,21,Healthcare,10225,Fair,High,Below Average,2,No,22,Associate Degree,Married,4,Senior,Small,80,No,No,No,Fair,Medium,Stayed
45485,38,Male,24,Healthcare,6770,Good,High,Below Average,0,No,49,Associate Degree,Divorced,4,Entry,Small,64,No,No,No,Poor,High,Left
66589,34,Male,17,Healthcare,7406,Fair,Very High,Average,0,Yes,55,Master’s Degree,Married,1,Entry,Medium,94,No,No,No,Poor,Very High,Left
44022,22,Female,6,Healthcare,6189,Good,Very High,Average,0,No,82,Master’s Degree,Divorced,2,Entry,Large,77,Yes,No,No,Good,Medium,Stayed
72159,39,Female,3,Finance,5363,Fair,Very High,Average,4,Yes,5,Bachelor’s Degree,Married,2,Senior,Small,31,No,No,No,Poor,Low,Stayed
23719,54,Male,1,Healthcare,7712,Excellent,Medium,Average,0,No,15,Bachelor’s Degree,Married,5,Mid,Large,40,No,No,No,Poor,Low,Stayed
40588,37,Female,7,Healthcare,9192,Good,Medium,Below Average,0,Yes,71,Master’s Degree,Divorced,0,Entry,Small,20,No,No,No,Fair,Low,Left
7639,43,Male,27,Technology,8862,Good,High,Below Average,0,No,39,Bachelor’s Degree,Single,2,Mid,Medium,66,No,No,No,Good,Low,Left
33455,34,Male,23,Finance,9164,Fair,Very High,Average,1,No,45,Associate Degree,Divorced,0,Senior,Small,30,Yes,No,No,Fair,Low,Stayed
10114,36,Male,8,Technology,7699,Fair,Low,Average,2,No,36,Associate Degree,Married,1,Senior,Small,76,No,Yes,No,Good,Low,Stayed
13660,55,Female,12,Finance,8569,Fair,Medium,Low,0,No,77,Master’s Degree,Single,4,Entry,Medium,69,No,No,No,Poor,Low,Left
37248,58,Female,29,Technology,9290,Good,High,Average,0,No,67,High School,Married,1,Entry,Small,59,No,No,No,Excellent,Medium,Left
61356,35,Male,12,Healthcare,7671,Good,Medium,Below Average,1,Yes,90,Bachelor’s Degree,Married,3,Entry,Large,32,No,No,No,Excellent,Low,Left
43697,59,Male,49,Finance,7805,Fair,High,Average,2,No,14,Bachelor’s Degree,Single,4,Mid,Small,55,No,No,No,Poor,Medium,Stayed
42699,30,Male,3,Media,6366,Fair,Very High,Average,1,No,23,Associate Degree,Single,3,Mid,Small,8,No,No,Yes,Good,Medium,Left
5898,26,Male,17,Technology,9816,Excellent,High,Average,0,No,76,Master’s Degree,Single,3,Entry,Small,18,Yes,No,No,Good,Low,Stayed
67546,41,Male,10,Technology,9054,Fair,Very High,Average,1,No,21,Bachelor’s Degree,Married,0,Entry,Small,21,No,No,No,Fair,Medium,Left
23618,24,Female,10,Healthcare,7472,Excellent,Very High,Average,1,No,61,Master’s Degree,Single,1,Mid,Medium,17,No,No,No,Poor,Low,Left
51065,26,Female,18,Healthcare,9149,Fair,Low,Average,2,Yes,84,Associate Degree,Married,1,Entry,Large,79,No,No,No,Good,Medium,Left
59314,57,Female,3,Education,4637,Excellent,High,Average,1,Yes,92,Associate Degree,Divorced,2,Entry,Medium,71,No,No,No,Fair,High,Left
68238,44,Male,34,Technology,9381,Fair,High,Average,2,No,89,Bachelor’s Degree,Married,2,Senior,Small,74,No,No,No,Fair,Medium,Stayed
27035,53,Female,5,Technology,8431,Good,Medium,High,0,No,37,Associate Degree,Single,3,Senior,Medium,42,No,No,No,Good,Medium,Stayed
36062,19,Male,10,Healthcare,6405,Good,High,High,0,No,50,PhD,Married,4,Mid,Large,87,No,No,No,Good,High,Stayed
4067,21,Male,13,Media,5777,Poor,Very High,Average,1,No,48,Bachelor’s Degree,Married,0,Senior,Large,36,No,No,Yes,Good,Medium,Stayed
30027,30,Male,4,Media,6298,Good,Low,Average,2,Yes,99,Associate Degree,Married,3,Entry,Medium,42,No,No,No,Good,Low,Left
37096,27,Male,2,Technology,10544,Poor,Medium,High,0,No,83,Master’s Degree,Single,0,Mid,Large,78,No,No,No,Good,Medium,Left
24339,33,Male,7,Media,6958,Good,Medium,High,1,No,18,High School,Single,1,Entry,Large,84,Yes,No,No,Good,Low,Stayed
44948,18,Female,2,Education,3783,Poor,High,Average,0,No,42,High School,Married,0,Mid,Small,60,No,No,No,Excellent,Low,Left
55407,40,Female,2,Healthcare,8710,Fair,High,Average,1,No,11,PhD,Married,1,Entry,Large,48,No,No,Yes,Fair,Low,Left
47386,55,Female,30,Education,3356,Poor,Medium,High,0,No,77,Master’s Degree,Single,0,Entry,Medium,73,Yes,No,No,Good,High,Left
8479,26,Male,10,Healthcare,7537,Excellent,Very High,Average,0,No,14,High School,Single,0,Entry,Small,46,No,No,No,Fair,High,Left
45061,48,Male,19,Technology,9503,Poor,Low,Below Average,0,No,58,Bachelor’s Degree,Married,2,Entry,Medium,30,No,No,No,Excellent,Medium,Left
60180,33,Female,16,Healthcare,8231,Good,Very High,Low,2,No,51,Bachelor’s Degree,Married,2,Entry,Small,78,No,No,No,Fair,Low,Stayed
28043,58,Female,38,Media,6187,Poor,Medium,Below Average,2,No,52,High School,Married,0,Mid,Large,109,No,No,No,Good,High,Left
4811,56,Female,33,Education,3907,Good,High,Average,0,Yes,66,High School,Divorced,0,Entry,Medium,47,Yes,No,No,Poor,High,Stayed
28807,36,Male,27,Healthcare,7431,Fair,High,Average,0,No,66,Associate Degree,Married,1,Entry,Medium,85,No,No,No,Good,Low,Stayed
26654,55,Male,47,Healthcare,8023,Good,Medium,High,0,No,9,Associate Degree,Married,2,Entry,Small,126,No,No,Yes,Excellent,Low,Stayed
31464,28,Male,8,Healthcare,8253,Fair,High,Average,1,No,20,PhD,Married,0,Mid,Small,64,Yes,No,No,Poor,Low,Stayed
62894,24,Female,8,Education,4546,Fair,Low,Below Average,4,No,38,High School,Married,1,Entry,Small,74,No,Yes,No,Excellent,Low,Stayed
72864,40,Male,12,Education,5031,Good,Medium,Below Average,1,No,67,Bachelor’s Degree,Single,0,Mid,Small,37,No,No,No,Fair,Low,Left
44103,48,Female,14,Finance,10801,Excellent,Medium,Average,1,No,51,Bachelor’s Degree,Single,0,Entry,Medium,66,No,No,No,Poor,Low,Left
47723,31,Male,6,Education,5024,Fair,High,Average,2,Yes,13,Bachelor’s Degree,Married,1,Mid,Small,39,Yes,No,No,Good,High,Stayed
71629,32,Male,23,Healthcare,8592,Poor,Low,High,0,Yes,42,Associate Degree,Married,0,Mid,Small,42,No,No,Yes,Excellent,Low,Left
22542,18,Male,3,Education,4518,Fair,High,High,0,No,68,Associate Degree,Single,1,Senior,Large,78,No,No,No,Poor,Low,Left
10464,46,Female,30,Technology,6959,Good,Very High,Average,1,Yes,86,Master’s Degree,Married,5,Senior,Medium,95,No,No,Yes,Excellent,Medium,Stayed
56426,31,Male,7,Technology,6377,Poor,High,Average,2,No,52,High School,Married,4,Mid,Medium,52,No,No,Yes,Fair,High,Left
58049,37,Female,22,Education,5734,Excellent,High,Average,2,No,66,Bachelor’s Degree,Married,1,Senior,Large,51,No,No,No,Poor,Low,Left
23176,28,Female,11,Finance,11940,Poor,High,Average,0,Yes,9,PhD,Divorced,0,Mid,Medium,36,No,No,No,Good,Low,Stayed
73117,32,Male,5,Media,6094,Good,High,Average,3,No,71,Associate Degree,Divorced,2,Senior,Small,73,No,No,No,Poor,Medium,Stayed
32132,23,Male,13,Healthcare,8166,Good,Medium,Average,0,Yes,39,Associate Degree,Divorced,0,Senior,Medium,68,No,No,No,Good,High,Stayed
53938,57,Male,15,Technology,9733,Excellent,High,Average,1,No,67,Bachelor’s Degree,Married,3,Entry,Large,75,No,No,No,Good,Medium,Left
55947,28,Male,6,Technology,9543,Excellent,High,High,0,No,88,Bachelor’s Degree,Married,0,Mid,Medium,56,No,No,No,Good,Low,Left
20799,27,Male,8,Media,5826,Good,Very High,Average,0,No,45,Master’s Degree,Single,3,Entry,Small,65,No,No,No,Poor,High,Left
37140,40,Male,21,Healthcare,7486,Excellent,Low,Average,2,Yes,88,Bachelor’s Degree,Married,0,Entry,Small,82,No,No,No,Poor,Medium,Left
5776,45,Male,32,Healthcare,7450,Excellent,Medium,Average,0,No,59,Associate Degree,Married,0,Senior,Medium,83,Yes,No,No,Good,Medium,Stayed
63394,22,Male,10,Finance,9166,Fair,High,Average,2,No,62,Associate Degree,Single,1,Senior,Medium,57,No,No,Yes,Excellent,Medium,Stayed
64650,53,Male,1,Technology,9937,Good,High,Below Average,3,No,59,Master’s Degree,Married,0,Mid,Medium,48,Yes,No,No,Good,Low,Stayed
12815,37,Male,27,Media,6185,Fair,Medium,Average,0,No,16,Bachelor’s Degree,Single,1,Entry,Large,102,No,No,No,Fair,Low,Left
48627,43,Female,14,Technology,8901,Good,Medium,Average,1,No,92,Master’s Degree,Married,0,Entry,Medium,69,Yes,No,No,Fair,Low,Stayed
40480,24,Male,15,Education,3711,Fair,Very High,Average,0,Yes,71,Associate Degree,Married,3,Senior,Large,80,No,No,No,Good,High,Stayed
10563,30,Female,5,Technology,8104,Excellent,Medium,High,0,No,33,Bachelor’s Degree,Married,2,Senior,Small,55,No,No,No,Good,Low,Stayed
33138,30,Female,3,Finance,9449,Fair,High,Average,1,Yes,90,Bachelor’s Degree,Married,1,Senior,Medium,40,No,No,No,Good,High,Stayed
45468,47,Female,22,Technology,6873,Good,High,High,1,No,14,Associate Degree,Single,3,Mid,Medium,34,No,No,No,Good,High,Stayed
70431,57,Male,45,Education,4204,Good,High,High,1,Yes,51,Master’s Degree,Single,4,Mid,Medium,57,No,No,No,Poor,Low,Left
63214,28,Male,17,Finance,10522,Poor,Very High,Average,0,No,24,Master’s Degree,Married,3,Senior,Medium,36,Yes,No,No,Good,Very High,Stayed
72968,41,Male,13,Technology,9318,Good,Low,Average,0,Yes,16,High School,Single,1,Mid,Medium,14,No,No,No,Good,Medium,Left
19736,45,Male,3,Media,5950,Excellent,High,Average,2,Yes,87,Associate Degree,Married,0,Entry,Large,29,No,Yes,Yes,Excellent,Medium,Stayed
13207,34,Female,19,Education,5048,Good,High,Below Average,0,No,92,Bachelor’s Degree,Divorced,5,Senior,Small,94,No,No,No,Poor,High,Stayed
55855,50,Female,8,Technology,7180,Good,Low,High,2,Yes,16,Bachelor’s Degree,Single,1,Entry,Small,43,No,No,No,Excellent,Medium,Left
58237,48,Female,12,Education,3797,Fair,High,Average,0,No,89,Bachelor’s Degree,Divorced,0,Entry,Medium,85,No,No,No,Good,Low,Left
49126,19,Female,9,Media,5100,Good,Very High,Below Average,0,Yes,80,Master’s Degree,Married,1,Mid,Medium,83,No,No,Yes,Excellent,Medium,Stayed
55571,47,Female,23,Education,4098,Poor,Very High,Average,0,No,74,High School,Married,3,Mid,Large,33,No,No,No,Good,High,Left
45650,44,Female,34,Finance,10683,Fair,Very High,High,0,No,66,PhD,Single,1,Entry,Large,71,Yes,No,No,Poor,Low,Left
73455,27,Female,12,Technology,9300,Excellent,High,Average,0,Yes,58,High School,Married,0,Mid,Medium,28,No,Yes,No,Good,Low,Stayed
37802,48,Female,10,Finance,10672,Excellent,High,High,1,Yes,66,Associate Degree,Married,5,Mid,Large,33,No,No,No,Fair,Medium,Stayed
31523,42,Female,20,Healthcare,9068,Fair,High,Average,0,Yes,17,Bachelor’s Degree,Married,1,Senior,Small,90,No,No,No,Good,Medium,Stayed
60073,38,Male,9,Healthcare,7192,Fair,Medium,Below Average,1,Yes,34,Bachelor’s Degree,Married,0,Entry,Medium,61,No,Yes,No,Poor,High,Left
67194,32,Male,1,Finance,8815,Good,High,Average,1,No,67,Associate Degree,Married,4,Entry,Medium,45,No,No,No,Poor,Medium,Left
54840,36,Female,13,Education,4776,Excellent,Very High,Average,1,No,12,Associate Degree,Married,2,Entry,Large,92,No,No,No,Excellent,High,Left
19243,18,Male,8,Education,4232,Good,Very High,Average,0,Yes,58,Master’s Degree,Married,3,Mid,Small,20,Yes,Yes,No,Poor,Medium,Stayed
66985,54,Female,39,Technology,9847,Fair,Low,High,2,No,53,High School,Single,1,Mid,Small,53,No,Yes,No,Fair,Low,Left
18593,52,Female,3,Education,3377,Poor,Low,High,0,No,96,Associate Degree,Single,0,Mid,Large,44,No,No,No,Poor,Low,Left
17782,19,Female,8,Education,5498,Fair,High,Average,0,Yes,59,High School,Married,1,Mid,Medium,12,No,No,No,Good,Low,Left
39403,24,Female,4,Healthcare,9635,Fair,Very High,Average,0,No,41,Associate Degree,Divorced,0,Mid,Medium,38,No,No,No,Good,Medium,Left
38376,24,Male,10,Finance,4716,Good,High,Average,0,No,90,Bachelor’s Degree,Divorced,0,Entry,Medium,55,No,No,Yes,Poor,Low,Left
18594,52,Female,11,Education,4903,Poor,Very High,Average,1,No,88,Bachelor’s Degree,Single,4,Senior,Small,34,No,No,No,Poor,Very High,Left
24881,19,Female,1,Healthcare,7590,Fair,High,Average,1,No,69,Bachelor’s Degree,Married,1,Mid,Small,19,Yes,No,Yes,Poor,Medium,Stayed
71218,52,Male,41,Finance,7902,Fair,Very High,High,2,No,64,High School,Married,0,Senior,Large,80,No,No,No,Fair,Medium,Stayed
7784,26,Male,10,Education,3977,Poor,High,Below Average,0,No,62,High School,Married,0,Entry,Small,51,No,No,No,Poor,Low,Left
53037,36,Female,25,Media,5552,Excellent,Very High,Average,2,No,46,Associate Degree,Married,3,Senior,Small,99,No,No,Yes,Poor,Low,Left
20365,19,Female,8,Media,7244,Poor,Low,Below Average,0,Yes,34,Associate Degree,Married,1,Mid,Medium,78,No,No,Yes,Poor,Medium,Left
49235,34,Female,8,Healthcare,6169,Good,High,Average,1,Yes,66,Master’s Degree,Married,0,Entry,Small,12,No,No,Yes,Fair,Very High,Left
14006,45,Male,22,Finance,9651,Fair,Low,High,0,No,98,PhD,Married,1,Entry,Large,48,Yes,No,No,Fair,Very High,Stayed
49782,51,Female,30,Healthcare,8367,Poor,Medium,Below Average,1,No,86,Bachelor’s Degree,Married,1,Mid,Medium,69,No,No,Yes,Poor,Medium,Left
34877,19,Female,10,Technology,9595,Good,High,High,0,No,93,Master’s Degree,Single,1,Mid,Medium,48,No,No,No,Good,Medium,Left
25416,25,Female,7,Healthcare,7483,Fair,Medium,Average,0,No,18,Bachelor’s Degree,Single,1,Entry,Medium,67,No,No,No,Fair,Medium,Left
35529,49,Female,6,Healthcare,8024,Poor,High,Average,0,No,75,Bachelor’s Degree,Single,3,Mid,Medium,17,No,No,No,Good,High,Left
69489,22,Female,13,Finance,10275,Good,High,Average,0,No,48,Bachelor’s Degree,Married,0,Entry,Small,73,No,No,Yes,Excellent,High,Stayed
35881,39,Male,14,Healthcare,7724,Fair,High,High,2,No,48,Bachelor’s Degree,Divorced,1,Entry,Medium,26,No,No,Yes,Good,Medium,Left
32649,29,Female,1,Healthcare,8470,Good,High,High,0,No,90,Bachelor’s Degree,Married,0,Senior,Small,56,No,No,No,Excellent,High,Stayed
69265,23,Female,1,Media,5912,Good,Very High,Average,1,No,98,High School,Married,1,Mid,Large,26,Yes,No,No,Fair,Low,Stayed
11793,50,Male,41,Finance,10527,Excellent,Medium,Average,2,No,57,Bachelor’s Degree,Married,0,Mid,Large,114,No,No,No,Good,Medium,Stayed
53492,35,Female,7,Media,5827,Good,High,Average,3,No,11,Master’s Degree,Single,0,Entry,Medium,59,No,No,Yes,Fair,Very High,Left
29508,34,Male,6,Technology,10369,Good,High,Below Average,0,Yes,8,Bachelor’s Degree,Single,4,Senior,Small,7,No,No,No,Good,High,Stayed
14528,26,Female,8,Media,6248,Good,Medium,Average,1,No,74,Associate Degree,Divorced,4,Mid,Medium,85,No,No,No,Poor,Medium,Stayed
71113,55,Male,11,Finance,7274,Poor,High,Below Average,0,No,6,High School,Married,1,Mid,Large,46,No,No,No,Good,Low,Stayed
40090,39,Female,19,Healthcare,7726,Poor,High,Average,2,No,43,Associate Degree,Single,0,Mid,Medium,81,No,No,No,Poor,Medium,Left
18006,55,Female,36,Media,5506,Good,Very High,Average,0,No,11,High School,Married,1,Entry,Medium,63,No,No,No,Poor,Medium,Left
55404,45,Female,19,Finance,6308,Poor,Very High,Average,0,Yes,63,Bachelor’s Degree,Married,4,Entry,Small,76,No,No,No,Good,Low,Left
25847,53,Female,44,Technology,10068,Excellent,High,Average,0,No,95,Associate Degree,Single,0,Entry,Small,93,Yes,No,No,Fair,Low,Left
68022,23,Female,7,Technology,10175,Fair,Low,High,1,Yes,9,Master’s Degree,Divorced,6,Mid,Medium,51,Yes,No,No,Good,High,Stayed
24781,52,Male,25,Healthcare,8931,Fair,High,Average,2,No,6,Master’s Degree,Divorced,2,Senior,Medium,63,No,No,No,Excellent,Medium,Stayed
23375,39,Male,3,Media,6717,Good,Medium,Average,1,Yes,54,Associate Degree,Married,4,Entry,Medium,34,No,No,No,Good,Medium,Left
16618,23,Male,14,Education,5355,Fair,Very High,Average,0,No,16,Bachelor’s Degree,Married,3,Mid,Small,33,No,No,No,Good,Low,Left
2190,59,Male,42,Technology,7687,Poor,Medium,High,0,No,1,Bachelor’s Degree,Married,2,Entry,Small,116,Yes,No,Yes,Fair,Medium,Stayed
14999,56,Male,36,Technology,9217,Poor,High,Below Average,1,No,29,Master’s Degree,Divorced,0,Mid,Large,73,Yes,No,No,Good,Low,Stayed
48029,22,Male,7,Healthcare,8300,Good,High,Below Average,0,No,4,Associate Degree,Married,4,Entry,Medium,11,No,No,Yes,Good,Low,Stayed
32062,18,Female,7,Healthcare,8637,Poor,Very High,Below Average,0,No,70,PhD,Married,0,Entry,Small,9,No,No,No,Poor,Low,Left
6482,23,Female,14,Finance,10731,Fair,High,High,2,Yes,50,Associate Degree,Divorced,3,Mid,Large,54,No,No,No,Good,Medium,Stayed
12089,57,Male,45,Education,5406,Fair,Very High,Below Average,2,No,84,Associate Degree,Single,1,Entry,Large,104,No,No,No,Good,Low,Left
41209,43,Male,23,Technology,7194,Fair,Very High,High,0,No,37,Bachelor’s Degree,Divorced,5,Mid,Small,70,No,No,Yes,Poor,Low,Left
34241,48,Female,7,Finance,10523,Excellent,High,Average,1,No,87,High School,Single,0,Entry,Large,58,No,No,No,Fair,High,Left
5115,47,Female,9,Finance,6837,Fair,High,High,1,Yes,33,Bachelor’s Degree,Single,5,Mid,Small,26,No,No,No,Fair,High,Left
9599,45,Female,30,Healthcare,6946,Excellent,High,High,0,No,62,PhD,Single,3,Entry,Medium,79,No,No,No,Excellent,High,Left
49276,46,Female,29,Healthcare,10666,Fair,High,High,2,No,55,Bachelor’s Degree,Divorced,3,Mid,Medium,66,Yes,No,No,Good,Medium,Left
1464,34,Female,11,Technology,11649,Fair,High,Average,0,No,47,Master’s Degree,Single,1,Entry,Medium,59,No,No,No,Excellent,Low,Left
59060,22,Female,5,Education,3933,Fair,Low,Average,0,No,95,Master’s Degree,Divorced,2,Entry,Large,16,No,No,No,Good,Medium,Left
18955,57,Male,33,Technology,8356,Good,High,Below Average,1,No,78,High School,Single,2,Mid,Large,66,Yes,No,No,Fair,Medium,Left
32929,30,Female,5,Media,6764,Poor,High,High,2,Yes,17,Associate Degree,Single,2,Senior,Medium,25,No,No,No,Poor,High,Left
68495,45,Female,34,Technology,8187,Good,Medium,High,2,Yes,54,High School,Married,0,Entry,Medium,67,No,Yes,No,Poor,Very High,Left
